id,round,amount,product_name,investment,business_id,credit_code,name,update_time,date
6677,天使轮,金额未知,,"博恩集团
北京优惠金控基金管理",,915000007094507119,重庆商界传媒集团有限公司,2020-06-17 20:05:32,
6678,IPO,金额未知,,公开发行,,915000006219193432,重庆莱美药业股份有限公司,2020-06-17 20:05:32,
6679,新三板,1000万,,投资方未知,,91500000203291805D,重庆西山科技股份有限公司,2020-06-17 20:05:32,
6680,C轮,1000万,,"信怡汉唐
汉能",,91500000203291805D,重庆西山科技股份有限公司,2020-06-17 20:05:32,
6681,B轮,1000万,,汉能,,91500000203291805D,重庆西山科技股份有限公司,2020-06-17 20:05:32,
6682,A轮,1000万,,华犇创投,,91500000203291805D,重庆西山科技股份有限公司,2020-06-17 20:05:32,
6683,天使轮,100万,,重庆高新投,,91500000203291805D,重庆西山科技股份有限公司,2020-06-17 20:05:32,
6684,天使轮,金额未知,,"威苏威投资
重庆科投",,91500000202809852N,重庆海扶医疗科技股份有限公司,2020-06-17 20:05:32,
6685,IPO,金额未知,,公开发行,,91500000202803688M,重庆港九股份有限公司,2020-06-17 20:05:32,
6686,战略投资,金额未知,,中照（深圳）基金管理,,91460100708888711M,海南海建鑫网智能科技股份有限公司,2020-06-17 20:05:32,
6687,新三板,金额未知,,投资方未知,,91460000713817125H,海南康泰旅游股份有限公司,2020-06-17 20:05:32,
6688,-,未披露,,广西投资集团,,91451100200340229B,广西正润发展集团有限公司,2020-06-17 20:05:32,
6689,新三板,金额未知,,投资方未知,,91450300715110078D,广西瀚特信息产业股份有限公司,2020-06-17 20:05:32,
6690,新三板,金额未知,,投资方未知,,914502007114428764,广西盛源行电子信息股份有限公司,2020-06-17 20:05:32,
6691,主板定向增发,11000万,,力鼎资本,,91450100711480258H,广西博世科环保科技股份有限公司,2020-06-17 20:05:32,
6692,IPO,15500万,,公开发行,,91450100711480258H,广西博世科环保科技股份有限公司,2020-06-17 20:05:32,
6693,A轮,2000万,,盈富泰克,,91450100711480258H,广西博世科环保科技股份有限公司,2020-06-17 20:05:32,
6694,B轮,2000万,,达晨创投,,91450100711480258H,广西博世科环保科技股份有限公司,2020-06-17 20:05:32,
6695,新三板定增,1500万,,搜于特,,91445200714867642K,仙宜岱股份有限公司,2020-06-17 20:05:32,
6696,新三板定增,1400万,,"国信证券
广发证券",,91445200714867642K,仙宜岱股份有限公司,2020-06-17 20:05:32,
6697,新三板,金额未知,,投资方未知,,91445200714867642K,仙宜岱股份有限公司,2020-06-17 20:05:32,
6698,IPO,金额未知,,公开发行,,9144200071482954XH,广东香山衡器集团股份有限公司,2020-06-17 20:05:32,
6699,主板定向增发,金额未知,,中信证券,,914420007123239244,中顺洁柔纸业股份有限公司,2020-06-17 20:05:32,
6700,战略投资,金额未知,,加德信,,914420007123239244,中顺洁柔纸业股份有限公司,2020-06-17 20:05:32,
6701,IPO,金额未知,,公开发行,,914420007123239244,中顺洁柔纸业股份有限公司,2020-06-17 20:05:32,
6702,新三板,金额未知,,投资方未知,,91442000712314008T,广东创宇丰达生态建设股份有限公司,2020-06-17 20:05:32,
6703,被收购,63000万,,德新交运,,91441900714804553G,东莞致宏精密模具有限公司,2020-06-17 20:05:32,
6704,新三板,金额未知,,投资方未知,,914419007122500835,广东海力储存设备股份有限公司,2020-06-17 20:05:32,
6705,A轮,4000万,,"九鼎投资
慧宇投资",,91441900707515825C,领亚电子科技股份有限公司,2020-06-17 20:05:32,
6706,新三板,金额未知,,投资方未知,,91441403754524521Q,广东客都环境科技股份有限公司,2020-06-17 20:05:32,
6707,IPO,金额未知,,公开发行,,9144140071926025X7,广东超华科技股份有限公司,2020-06-17 20:05:32,
6708,A轮,2200万,,东方富海,,9144140071926025X7,广东超华科技股份有限公司,2020-06-17 20:05:32,
6709,新三板,金额未知,,投资方未知,,914413007193221150,惠州侨兴电子科技股份有限公司,2020-06-17 20:05:32,
6710,股权转让,69353万,,兆盈瑞通,,91440700719222755U,广东华铁通达高铁装备股份有限公司,2020-06-17 20:05:32,
6711,IPO,金额未知,,公开发行,,91440700719222755U,广东华铁通达高铁装备股份有限公司,2020-06-17 20:05:32,
6712,A轮,金额未知,,"加华资本
鼎恒瑞投资",,91440700719259080H,嘉宝莉化工集团股份有限公司,2020-06-17 20:05:32,
6713,新三板,金额未知,,投资方未知,,91440700712363571K,广东高正信息科技股份有限公司,2020-06-17 20:05:32,
6714,A轮,金额未知,,博汇源创投,,9144060771923131XU,佛山市亿强电子有限公司,2020-06-17 20:05:32,
6715,天使轮,金额未知,,领航成长创投,,9144060771923131XU,佛山市亿强电子有限公司,2020-06-17 20:05:32,
6716,战略投资,金额未知,,博汇源创投,,9144060771923131XU,佛山市亿强电子有限公司,2020-06-17 20:05:32,
6717,新三板,金额未知,,投资方未知,,91440606712268427E,广东凯华电器股份有限公司,2020-06-17 20:05:32,
6718,战略投资,金额未知,,天津长城基金,,91440606708165505N,广东精艺金属股份有限公司,2020-06-17 20:05:32,
6719,主板定向增发,金额未知,,紫光集团,,91440606708165505N,广东精艺金属股份有限公司,2020-06-17 20:05:32,
6720,被收购,金额未知,,三建控股,,91440606708165505N,广东精艺金属股份有限公司,2020-06-17 20:05:32,
6721,IPO,金额未知,,公开发行,,91440606708165505N,广东精艺金属股份有限公司,2020-06-17 20:05:32,
6722,战略投资,金额未知,,广东科投,,91440606708165505N,广东精艺金属股份有限公司,2020-06-17 20:05:32,
6723,A轮,金额未知,,粤科金融,,91440606708165505N,广东精艺金属股份有限公司,2020-06-17 20:05:32,
6724,上市,171600万,,投资方未知,,91440606708165222E,广东联塑科技实业有限公司,2020-06-17 20:05:32,
6725,-,未披露,,中国铁建,,91440605719241964G,广东南海国际建筑设计有限公司,2020-06-17 20:05:32,
6726,新三板定增,9996万,,投资方未知,,91440600719372702H,佛山市万兴隆环境资源股份有限公司,2020-06-17 20:05:33,
6727,新三板,金额未知,,投资方未知,,91440600719372702H,佛山市万兴隆环境资源股份有限公司,2020-06-17 20:05:33,
6728,IPO,金额未知,,公开发行,,91440600719208822U,伊戈尔电气股份有限公司,2020-06-17 20:05:33,
6729,天使轮,金额未知,,"同创伟业
IDG资本",,91440600721123254C,广东百合医疗科技股份有限公司,2020-06-17 20:05:33,
6730,战略投资,金额未知,,中信证券,,914406007192139717,南方风机股份有限公司,2020-06-17 20:05:33,
6731,战略投资,金额未知,,通盈创投,,914406007192139717,南方风机股份有限公司,2020-06-17 20:05:33,
6732,IPO,金额未知,,公开发行,,914406007192139717,南方风机股份有限公司,2020-06-17 20:05:33,
6733,新三板,金额未知,,投资方未知,,9144060070767931XB,广东赛诺科技股份有限公司,2020-06-17 20:05:33,
6734,上市,21840万,,投资方未知,,914406007076822793,佛山华新包装股份有限公司,2020-06-17 20:05:33,
6735,战略投资,金额未知,,科海创投,,91440600712334236Q,广东天波信息技术股份有限公司,2020-06-17 20:05:33,
6736,A轮,金额未知,,粤科金融,,91440600712334236Q,广东天波信息技术股份有限公司,2020-06-17 20:05:33,
6737,新三板,金额未知,,投资方未知,,91440600712334236Q,广东天波信息技术股份有限公司,2020-06-17 20:05:33,
6738,战略投资,72600万,,"加华资本
保利资本
美的集团",,91440600708118119M,广东新明珠陶瓷集团有限公司,2020-06-17 20:05:33,
6739,-,金额未知,,"恒大集团
普罗非投资
中源怡居（北京）投资基金管理",,91440600708118119M,广东新明珠陶瓷集团有限公司,2020-06-17 20:05:33,
6740,新三板,金额未知,,投资方未知,,914405007148881798,广东东研网络科技股份有限公司,2020-06-17 20:05:33,
6741,B轮,3800万,,中科招商,,914405007148881798,广东东研网络科技股份有限公司,2020-06-17 20:05:33,
6742,A轮,3500万,,九鼎投资,,914405007148881798,广东东研网络科技股份有限公司,2020-06-17 20:05:33,
6743,新三板,金额未知,,投资方未知,,914405007122925072,广东彩珀科教文化股份有限公司,2020-06-17 20:05:33,
6744,战略投资,金额未知,,"广发证券
北拓资本",,9144050071228956X7,广东泰恩康医药股份有限公司,2020-06-17 20:05:33,
6745,新三板定增,金额未知,,天星资本,,9144050071228956X7,广东泰恩康医药股份有限公司,2020-06-17 20:05:33,
6746,新三板,金额未知,,投资方未知,,9144050071228956X7,广东泰恩康医药股份有限公司,2020-06-17 20:05:33,
6747,被收购,5840万,,广发证券,,9144050071228956X7,广东泰恩康医药股份有限公司,2020-06-17 20:05:33,
6748,A轮,4600万,,纳兰德资本,,9144050071228956X7,广东泰恩康医药股份有限公司,2020-06-17 20:05:33,
6749,被收购,206236万,,泰康保险,,91440400714842859E,泰康拜博医疗集团有限公司,2020-06-17 20:05:33,
6750,战略投资,6000万,,华发股份,,91440400714842859E,泰康拜博医疗集团有限公司,2020-06-17 20:05:33,
6751,A轮,8000万,,海通开元,,91440400714842859E,泰康拜博医疗集团有限公司,2020-06-17 20:05:33,
6752,战略投资,100000万,,联想控股,,91440400714842859E,泰康拜博医疗集团有限公司,2020-06-17 20:05:33,
6753,战略投资,15000万,,"建银国际
珠海金控",,91440400714842859E,泰康拜博医疗集团有限公司,2020-06-17 20:05:33,
6754,新三板定增,3000万,,"宁波梅山保税港区火眼投资管理
靖烨投资
天风证券",,9144030071525758XU,深圳市高德信通信股份有限公司,2020-06-17 20:05:33,
6755,新三板,金额未知,,投资方未知,,9144030071525758XU,深圳市高德信通信股份有限公司,2020-06-17 20:05:33,
6756,IPO,21400万,,公开发行,,914403007152568356,深圳市远望谷信息技术股份有限公司,2020-06-17 20:05:33,
6757,A轮,100万,,深创投,,914403007152568356,深圳市远望谷信息技术股份有限公司,2020-06-17 20:05:33,
6758,B轮,1000万,,"麦星投资
联创永宣",,914403007152568356,深圳市远望谷信息技术股份有限公司,2020-06-17 20:05:33,
6759,新三板,金额未知,,投资方未知,,91440300715250265U,深圳市杰尔斯展示股份有限公司,2020-06-17 20:05:33,
6760,新三板定增,8000万,,新大陆,,91440300715247787B,深圳市科脉技术股份有限公司,2020-06-17 20:05:33,
6761,新三板定增,1697万,,深圳高新投资集团,,91440300715247787B,深圳市科脉技术股份有限公司,2020-06-17 20:05:33,
6762,新三板定增,552万,,投资方未知,,91440300715247787B,深圳市科脉技术股份有限公司,2020-06-17 20:05:33,
6763,新三板,金额未知,,投资方未知,,91440300715247787B,深圳市科脉技术股份有限公司,2020-06-17 20:05:33,
6764,IPO,金额未知,,公开发行,,91440300715246397E,深圳市智莱科技股份有限公司,2020-06-17 20:05:33,
6765,天使轮,金额未知,,"三七互娱
合江创投
顺丰速运",,91440300715246397E,深圳市智莱科技股份有限公司,2020-06-17 20:05:33,
6766,IPO,金额未知,,公开发行,,9144030071524640XY,深圳市广和通无线股份有限公司,2020-06-17 20:05:33,
6767,A轮,1000万,,英特尔投资,,9144030071524640XY,深圳市广和通无线股份有限公司,2020-06-17 20:05:33,
6768,被收购,106900万,,大湾区产融投资,,91440300715245167Q,深圳市金新农科技股份有限公司,2020-06-17 20:05:33,
6769,IPO,金额未知,,公开发行,,91440300715245167Q,深圳市金新农科技股份有限公司,2020-06-17 20:05:33,
6770,战略投资,30000万,,宜华健康,,91440300715244914G,众安康后勤集团有限公司,2020-06-17 20:05:33,
6771,A轮,3126万,,同创伟业,,91440300715244914G,众安康后勤集团有限公司,2020-06-17 20:05:33,
6772,A轮,金额未知,,"力合清源
达晨创投",,91440300715242134N,深圳市国富黄金股份有限公司,2020-06-17 20:05:33,
6773,天使轮,金额未知,,深圳市富金投资有限公司,,91440300715242134N,深圳市国富黄金股份有限公司,2020-06-17 20:05:33,
6774,IPO,金额未知,,公开发行,,9144030071524157XP,深圳诺普信农化股份有限公司,2020-06-17 20:05:33,
6775,-,金额未知,,卓易科技,,914403007152416841,深圳市诺亚信高科技集团有限公司,2020-06-17 20:05:33,
6776,新三板,金额未知,,投资方未知,,9144030071523293XR,深圳骄阳视觉创意科技股份有限公司,2020-06-17 20:05:33,
6777,天使轮,金额未知,,深创投,,91440300715234767U,东江环保股份有限公司,2020-06-17 20:05:33,
6778,C轮,5000万,,大泰金石,,91440300715234767U,东江环保股份有限公司,2020-06-17 20:05:33,
6779,IPO,金额未知,,公开发行,,91440300715234767U,东江环保股份有限公司,2020-06-17 20:05:33,
6780,天使轮,1500万,,"深圳高新投资集团
联创永宣
青云创投
中国风投",,91440300715234767U,东江环保股份有限公司,2020-06-17 20:05:33,
6781,新三板,金额未知,,投资方未知,,914403007152310720,深圳市格雷柏智能装备股份有限公司,2020-06-17 20:05:33,
6782,IPO,27600万,,公开发行,,914403007152286075,深圳市名雕装饰股份有限公司,2020-06-17 20:05:34,
6783,被收购,金额未知,,通产丽星,,91440300715228172G,力合科创集团有限公司,2020-06-17 20:05:34,
6784,A轮,金额未知,,"嘉实资本
红豆集团
清控创投",,91440300715228172G,力合科创集团有限公司,2020-06-17 20:05:34,
6785,上市,金额未知,,投资方未知,,91440300715224278U,摩比天线技术(深圳)有限公司,2020-06-17 20:05:34,
6786,战略投资,金额未知,,"普思资本
创维集团",,914403007152226004,深圳市金照明科技股份有限公司,2020-06-17 20:05:34,
6787,IPO,金额未知,,公开发行,,914403007152216326,深圳市特发信息股份有限公司,2020-06-17 20:05:34,
6788,天使轮,金额未知,,深创投,,91440300715221704Y,深圳市新中飞无线网络有限公司,2020-06-17 20:05:34,
6789,A轮,2000万,,投资方未知,,914403007152208405,深圳九明珠信息科技有限公司,2020-06-17 20:05:34,
6790,A+轮,3000万,,"零度资本
光谷联合",,914403007152208405,深圳九明珠信息科技有限公司,2020-06-17 20:05:34,
6791,被收购,190000万,,中珠医疗,,91440300715219110K,深圳市一体医疗科技有限公司,2020-06-17 20:05:34,
6792,A轮,金额未知,,"力鼎资本
华艺服饰
俄诺实业
美域科技",,91440300715219110K,深圳市一体医疗科技有限公司,2020-06-17 20:05:34,
6793,B轮,金额未知,,"中银投资
大正元资本
天堂硅谷
建银国际
世盈创投
正同创投",,91440300715219110K,深圳市一体医疗科技有限公司,2020-06-17 20:05:34,
6794,上市,2250万,,投资方未知,,914403007152305044,深圳岳鹏成电机有限公司,2020-06-17 20:05:34,
6795,定向增发,5818.8万人民币,,久久益基金,,91440300715217705M,深圳众禄基金销售股份有限公司,2020-06-17 20:05:34,
6796,新三板,金额未知,,投资方未知,,91440300715217705M,深圳众禄基金销售股份有限公司,2020-06-17 20:05:34,
6797,新三板,金额未知,,投资方未知,,914403007152164705,深圳飞世尔新材料股份有限公司,2020-06-17 20:05:34,
6798,新三板,金额未知,,投资方未知,,914403007152090785,深圳市盛博科技嵌入式计算机有限公司,2020-06-17 20:05:34,
6799,天使轮,金额未知,,南山科创,,91440300715201914U,深圳市银波达通信技术有限公司,2020-06-17 20:05:34,
