id,round,amount,product_name,investment,business_id,credit_code,name,update_time,date
21417,战略投资,1000万,,金汇创新投资,,91110106582544760N,北京改联极拓信息技术有限公司,2020-06-17 20:15:45,
21418,天使轮,100万,,微派,,91110106580892825B,北京一申润通科技有限公司,2020-06-17 20:15:45,
21419,新三板,金额未知,,投资方未知,,91110106580816494P,北京华谊保险销售股份有限公司,2020-06-17 20:15:45,
21420,A轮,4500万,,"高桐资本
盛世投资
君联资本",,91110106576904619R,北京丰顺路宝机动车拍卖有限公司,2020-06-17 20:15:45,
21421,被收购,2500万,,太空板业,,91110106575154836R,北京互联立方技术服务有限公司,2020-06-17 20:15:45,
21422,Pre-A轮,1000万,,投资方未知,,91110106569534154F,乐游(北京)科技有限公司,2020-06-17 20:15:45,
21423,B轮,金额未知,,腾讯投资,,9111010558914521XQ,北京开心乐童网络科技有限公司,2020-06-17 20:15:45,
21424,A轮,2000万,,"君联资本
华映资本",,9111010558914521XQ,北京开心乐童网络科技有限公司,2020-06-17 20:15:45,
21425,天使轮,100万,,投资方未知,,9111010558914521XQ,北京开心乐童网络科技有限公司,2020-06-17 20:15:45,
21426,-,金额未知,,中铝资本,,911101055891448159,北京中安科创科技发展有限公司,2020-06-17 20:15:45,
21427,天使轮,168万,,投资方未知,,91110105589132718N,北京互联同城科技有限公司,2020-06-17 20:15:45,
21428,-,金额未知,,联拓天际电子商务,,9111010558909466XH,北京中航易购信息服务有限公司,2020-06-17 20:15:45,
21429,天使轮,金额未知,,"浙商创投
联创永宣",,91110105587730394G,北京中奥延旭国际体育文化有限公司,2020-06-17 20:15:45,
21430,天使轮,100万,,"真格基金
青松基金",,91110105587671785W,北京畅问思奇网络科技有限公司,2020-06-17 20:15:45,
21431,天使轮,1000万,,投资方未知,,91110105585891629M,北京上金采一文化传播有限责任公司,2020-06-17 20:15:46,
21432,天使轮,金额未知,,复华控股,,9111010558589351XB,北京全时叁陆伍连锁便利店有限公司,2020-06-17 20:15:46,
21433,被收购,金额未知,,山海蓝图,,9111010558589351XB,北京全时叁陆伍连锁便利店有限公司,2020-06-17 20:15:46,
21434,-,金额未知,,律联（北京）投资基金管理有限公司,,91110105585889705Y,北京一速互联信息技术有限公司,2020-06-17 20:15:46,
21435,A轮,金额未知,,九晟基金,,9111010558589351XB,北京全时叁陆伍连锁便利店有限公司,2020-06-17 20:15:46,
21436,天使轮,1000万,,投资方未知,,91110105585850771H,北京康普联凯文化传媒有限公司,2020-06-17 20:15:46,
21437,种子轮,金额未知,,"东方佳禾
碚曦投资",,91110105585850771H,北京康普联凯文化传媒有限公司,2020-06-17 20:15:46,
21438,A轮,100万,,和玉投资,,91110105584459025H,乐活在线(北京)网络技术有限公司,2020-06-17 20:15:46,
21439,Pre-A轮,金额未知,,"IDG资本
启明创投",,91110105584459025H,乐活在线(北京)网络技术有限公司,2020-06-17 20:15:46,
21440,-,金额未知,,强阳（北京）国际投资管理,,91110105584408092H,北京中交汇能信息科技有限公司,2020-06-17 20:15:46,
21441,A轮,金额未知,,世腾鸿程,,9111010558258587XY,中职动力(北京)科技有限公司,2020-06-17 20:15:46,
21442,天使轮,金额未知,,麦顿投资,,9111010558258587XY,中职动力(北京)科技有限公司,2020-06-17 20:15:46,
21443,B轮,金额未知,,"乐投创新
易通富合
博圣信息",,911101055825860637,中福互帮(北京)科技有限公司,2020-06-17 20:15:46,
21444,A轮,金额未知,,央金资本,,911101055825860637,中福互帮(北京)科技有限公司,2020-06-17 20:15:46,
21445,A轮,1500万,,泰有投资,,911101055825890451,北京奇境天成管理咨询有限公司,2020-06-17 20:15:46,
21446,Pre-A轮,1000万,,真格基金,,911101055825890451,北京奇境天成管理咨询有限公司,2020-06-17 20:15:46,
21447,天使轮,200万,,叶飞,,911101055825890451,北京奇境天成管理咨询有限公司,2020-06-17 20:15:46,
21448,天使轮,1000万,,小米科技,,91110105582587963H,北京天悦东方文化传媒有限公司,2020-06-17 20:15:46,
21449,A轮,10000万,,"德力股份
安信乾宏
光大资本
国金投资",,91110105582587963H,北京天悦东方文化传媒有限公司,2020-06-17 20:15:46,
21450,B轮,金额未知,,君创资本,,91110105582587963H,北京天悦东方文化传媒有限公司,2020-06-17 20:15:46,
21451,天使轮,100万,,平安创投,,91110105582566126J,世熙控股(北京)有限公司,2020-06-17 20:15:46,
21452,战略投资,5000万,,新华联文旅发展,,911101055825564383,乐视控股(北京)有限公司,2020-06-17 20:15:46,
21453,A轮,108000万,,"英大资本
深创投
中国民生信托
新华联集团
宏兆基金
联想控股",,911101055825564383,乐视控股(北京)有限公司,2020-06-17 20:15:46,
21454,战略投资,60000万,,投资方未知,,911101055825564383,乐视控股(北京)有限公司,2020-06-17 20:15:46,
21455,A轮,108000万,,"深创投
联想控股
英大资本
宏兆基金
新华联文旅发展
民生信托",,911101055825564383,乐视控股(北京)有限公司,2020-06-17 20:15:46,
21456,A轮,4000万,,万邦投资集团领投，墨铸传媒集团跟投,,911101055825530500,中企动力文化传媒(北京)有限公司,2020-06-17 20:15:46,
21457,A轮,未披露,,中关村发展集团,,911101055825338348,北京仪亮科技有限公司,2020-06-17 20:15:46,
21458,A轮,金额未知,,杭州元弘投资管理,,91110105580868809B,北京凹凸教育咨询有限公司,2020-06-17 20:15:46,
21459,A轮,金额未知,,国睿中青创投,,91110105580862722N,北京五辰鑫达科技有限公司,2020-06-17 20:15:46,
21460,战略投资,1000万,,凯兴资本,,91110105580868809B,北京凹凸教育咨询有限公司,2020-06-17 20:15:46,
21461,天使轮,100万,,"洪泰基金
正和磁系资本",,91110105580862722N,北京五辰鑫达科技有限公司,2020-06-17 20:15:46,
21462,天使轮,4000万,,"华盛一泓
用友幸福投资
同创伟业",,9111010558083334XM,大公智慧(北京)科技股份有限公司,2020-06-17 20:15:46,
21463,A轮,金额未知,,永安新兴,,91110105580831715G,北京云端文化传媒股份有限公司,2020-06-17 20:15:46,
21464,新三板,金额未知,,投资方未知,,91110105580831715G,北京云端文化传媒股份有限公司,2020-06-17 20:15:46,
21465,新三板定增,10000万,,投资方未知,,91110105580831715G,北京云端文化传媒股份有限公司,2020-06-17 20:15:46,
21466,战略投资,金额未知,,点点客,,91110105580815440G,北京八零时代电子商务有限公司,2020-06-17 20:15:46,
21467,新三板,金额未知,,投资方未知,,91110105579094260Y,中御建设发展(北京)股份有限公司,2020-06-17 20:15:46,
21468,战略投资,金额未知,,"Hortor Games
途游游戏",,911101055790710850,北京乐否互动网络科技有限公司,2020-06-17 20:15:46,
21469,战略投资,金额未知,,沃捷传媒,,911101055790622695,北京小趣智品科技有限公司,2020-06-17 20:15:46,
21470,战略投资,1000万,,雅惠精准医疗基金,,91110105580808881C,北京泊康医院管理有限公司,2020-06-17 20:15:46,
21471,A轮,金额未知,,美国中经合集团,,91110105579012085Q,北京盼大世纪信息技术有限公司,2020-06-17 20:15:46,
21472,天使轮,金额未知,,北京百斯特资产管理,,9111010557690466XE,北京天行健国际旅行社有限公司,2020-06-17 20:15:46,
21473,A+轮,金额未知,,中信国安,,911101055768644429,国安文创(北京)传媒有限公司,2020-06-17 20:15:46,
21474,A轮,金额未知,,"圣世天艺
翰石投资",,911101055768644429,国安文创(北京)传媒有限公司,2020-06-17 20:15:46,
21475,B轮,金额未知,,"Korea Investment Partners韩投伙伴
钟鼎创投",,91110105576857306R,北京优集品网络科技有限公司,2020-06-17 20:15:46,
21476,A轮,100万,,DCM,,91110105576857306R,北京优集品网络科技有限公司,2020-06-17 20:15:46,
21477,B+轮,2000万,,"罗莱家纺
北讯集团
钟鼎创投
DCM",,91110105576857306R,北京优集品网络科技有限公司,2020-06-17 20:15:46,
21478,A轮,100万,,联想之星,,91110105576852716D,东方睿赢(北京)软件技术有限公司,2020-06-17 20:15:46,
21479,B轮,金额未知,,上海赋中软件科技有限公司,,91110105576852716D,东方睿赢(北京)软件技术有限公司,2020-06-17 20:15:46,
21480,天使轮,金额未知,,众合创投,,91110105575205808H,北京九十分国际酒业有限公司,2020-06-17 20:15:46,
21481,新三板,金额未知,,投资方未知,,91110105575199698F,北京秀域科技文化股份有限公司,2020-06-17 20:15:46,
21482,战略投资,金额未知,,何炅;汪涵;谢娜联合投资,,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:46,
21483,战略投资,金额未知,,千杉投资,,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:46,
21484,E轮,金额未知,,"骊悦投资
金鼎资本
中信产业基金
和君资本
融玺创投
极致投资
盈港资本",,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:46,
21485,种子轮,金额未知,,汉富资本,,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:46,
21486,天使轮,金额未知,,梅花创投,,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:47,
21487,A轮,100万,,"蓝驰创投
东方富海",,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:47,
21488,B轮,1500万,,"红杉中国
蓝驰创投",,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:47,
21489,C轮,1000万,,"祥峰投资
中信资本
蓝驰创投",,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:47,
21490,D轮,45000万,,"金浦投资
华金资本
普华资本
中和资本
芒果文创基金",,91110105575154107K,北京唱吧科技股份有限公司,2020-06-17 20:15:47,
21491,天使轮,100万,,险峰长青,,91110105573242568K,千人掌科技(北京)有限公司,2020-06-17 20:15:47,
21492,天使轮,金额未知,,腾讯产业共赢基金,,911101055731804326,北京壹心文化传播有限公司,2020-06-17 20:15:47,
21493,天使轮,金额未知,,"青山资本
真格基金",,91110105573169524J,北京乐呵互动信息技术有限公司,2020-06-17 20:15:47,
21494,A轮,1000万,,"梅花创投
弘道资本
青山资本",,91110105573169524J,北京乐呵互动信息技术有限公司,2020-06-17 20:15:47,
21495,C+轮,金额未知,,"共青城睿信顺盈投资管理合伙企业（有限合伙）
天神娱乐",,911101055712026504,北京新美互通科技有限公司,2020-06-17 20:15:47,
21496,B轮,20000万,,"弘道资本
伯乐纵横投资
天神娱乐",,911101055712026504,北京新美互通科技有限公司,2020-06-17 20:15:47,
21497,C轮,金额未知,,五星资本,,911101055712026504,北京新美互通科技有限公司,2020-06-17 20:15:47,
21498,A轮,1000万,,"弘道资本
伯乐纵横投资",,911101055712026504,北京新美互通科技有限公司,2020-06-17 20:15:47,
21499,B+轮,22000万,,"猎豹移动
乾坤翰海
国宏科技
五星诚瑞",,911101055712026504,北京新美互通科技有限公司,2020-06-17 20:15:47,
21500,天使轮,金额未知,,PreAngel,,911101055712026504,北京新美互通科技有限公司,2020-06-17 20:15:47,
21501,天使轮,2200万,,华映资本,,91110105569533549Y,北京中作华文数字传媒股份有限公司,2020-06-17 20:15:47,
21502,天使轮,金额未知,,投资方未知,,91110105569526517K,全景求是管理顾问(北京)有限公司,2020-06-17 20:15:47,
21503,新三板,金额未知,,投资方未知,,9111010556950529X8,北京中斗科技股份有限公司,2020-06-17 20:15:47,
21504,战略投资,1000万,,"安芙兰创投
大得宏涛
广垦太证",,9111010556950529X8,北京中斗科技股份有限公司,2020-06-17 20:15:47,
21505,天使轮,金额未知,,"红石诚金
海捷投资",,91110105569503817F,北京汉朔科技有限公司,2020-06-17 20:15:47,
21506,天使轮,100万,,泰山兄弟创始基金,,91110105569504967H,北京纳吉喜事科技有限公司,2020-06-17 20:15:47,
21507,B轮,金额未知,,"安超投资
君联资本
长润资本
追远创投
辰悦资本
弘章资本
光速中国",,91110105569503817F,北京汉朔科技有限公司,2020-06-17 20:15:47,
21508,A轮,100万,,"英特尔投资
DCM",,91110105569504967H,北京纳吉喜事科技有限公司,2020-06-17 20:15:47,
21509,A轮,金额未知,,长润资本,,91110105569503817F,北京汉朔科技有限公司,2020-06-17 20:15:47,
21510,战略投资,8040万,,"探路者
联合企业集团
中科创星
中南弘远
永擎投资",,91110105569489250J,北京分享时代科技股份有限公司,2020-06-17 20:15:47,
21511,新三板定增,1200万,,"国泰元鑫
重庆文创基金",,91110105569489250J,北京分享时代科技股份有限公司,2020-06-17 20:15:47,
21512,新三板,金额未知,,投资方未知,,91110105569489250J,北京分享时代科技股份有限公司,2020-06-17 20:15:47,
21513,B轮,1000万,,"联创永宣
Star VC
华泽资本",,91110105569489250J,北京分享时代科技股份有限公司,2020-06-17 20:15:47,
21514,A轮,1000万,,"创东方投资
西科天使基金
璀璨资本",,91110105569489250J,北京分享时代科技股份有限公司,2020-06-17 20:15:47,
21515,天使轮,100万,,Forgame,,91110105569489250J,北京分享时代科技股份有限公司,2020-06-17 20:15:47,
21516,A轮,金额未知,,"华映资本
金沙江创投",,91110105569483625A,北京名策数据处理有限公司,2020-06-17 20:15:47,
21517,C轮,1000万,,"云启资本
高榕资本
松树资本
宁波凯盈投资管理有限公司
IDG资本",,91110105569472854N,北京力美传媒科技股份有限公司,2020-06-17 20:15:47,
21518,新三板定增,3500万,,"分享投资
创世伙伴资本",,91110105569472854N,北京力美传媒科技股份有限公司,2020-06-17 20:15:47,
21519,B轮,2000万,,"凯鹏华盈中国
IDG资本",,91110105569472854N,北京力美传媒科技股份有限公司,2020-06-17 20:15:47,
21520,新三板,金额未知,,投资方未知,,91110105569472854N,北京力美传媒科技股份有限公司,2020-06-17 20:15:47,
21521,A轮,1000万,,IDG资本,,91110105569472854N,北京力美传媒科技股份有限公司,2020-06-17 20:15:47,
21522,A轮,金额未知,,完美世界,,911101055694603355,北京前亮文化传播有限公司,2020-06-17 20:15:47,
21523,Pre-A轮,1000万,,"邦盛资本
灏硕执耳基金
融开资本
栗栗尚",,91110105567439292R,势加透博(北京)科技有限公司,2020-06-17 20:15:47,
21524,A轮,金额未知,,鸿憬投资,,91110105567438724X,北京中安鼎辉科技有限公司,2020-06-17 20:15:47,
21525,战略投资,金额未知,,景阳投资,,91110105567438724X,北京中安鼎辉科技有限公司,2020-06-17 20:15:47,
21526,新三板,金额未知,,投资方未知,,91110102589124937C,北京山天大蓄知识产权顾问股份有限公司,2020-06-17 20:15:47,
21527,D轮,金额未知,,"汉景家族办公室
北京中泽沃德投资管理
中国风投",,91110102585865367W,先智创科(北京)科技有限公司,2020-06-17 20:15:47,
21528,C轮,金额未知,,"宽带资本CBC
和聚百川",,91110102585865367W,先智创科(北京)科技有限公司,2020-06-17 20:15:47,
21529,B轮,金额未知,,"经纬中国
华兴资本",,91110102585865367W,先智创科(北京)科技有限公司,2020-06-17 20:15:47,
21530,A+轮,金额未知,,"九合创投
宽带资本CBC",,91110102585865367W,先智创科(北京)科技有限公司,2020-06-17 20:15:47,
21531,A轮,100万,,经纬中国,,91110102585865367W,先智创科(北京)科技有限公司,2020-06-17 20:15:48,
21532,新三板,金额未知,,投资方未知,,911101025858727437,中节环(北京)环境科技股份有限公司,2020-06-17 20:15:48,
21533,新三板,金额未知,,投资方未知,,91110102580858918U,北京尚途国际旅行社股份有限公司,2020-06-17 20:15:48,
21534,B轮,1000万,,投资方未知,,91110102580830536P,北京函数伙伴科技有限公司,2020-06-17 20:15:48,
21535,A轮,1000万,,"CA创投
君联资本",,91110102580830536P,北京函数伙伴科技有限公司,2020-06-17 20:15:48,
21536,天使轮,金额未知,,李旸,,91110102575179160C,北京禄藤餐饮管理有限公司,2020-06-17 20:15:48,
21537,Pre-A轮,金额未知,,信怡汉唐,,91110102575179160C,北京禄藤餐饮管理有限公司,2020-06-17 20:15:48,
21538,天使轮,金额未知,,"国泰创投
福建源弛股权投资管理",,91110101587680390E,北京任意球体育发展股份有限公司,2020-06-17 20:15:48,
21539,新三板,金额未知,,投资方未知,,91110101587680390E,北京任意球体育发展股份有限公司,2020-06-17 20:15:48,
21540,种子轮,800万,,投资方未知,,91110101587680390E,北京任意球体育发展股份有限公司,2020-06-17 20:15:48,
21541,Pre-A轮,1500万,,体坛传媒,,91110101587680390E,北京任意球体育发展股份有限公司,2020-06-17 20:15:48,
21542,战略投资,金额未知,,天舟文化,,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21543,A轮,1000万,,"奇虎360
信达资本",,911101015858681111,北京中彩汇网络科技有限公司,2020-06-17 20:15:48,
21544,天使轮,100万,,阿米巴资本,,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21545,B+轮,金额未知,,天津鸿满志商贸有限公司,,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21546,新三板,金额未知,,投资方未知,,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21547,B轮,1000万,,"中国风投
澳银资本",,911101015858681111,北京中彩汇网络科技有限公司,2020-06-17 20:15:48,
21548,A轮,100万,,"和光资本
北京长明致远投资管理中心（有限合伙）
中企创投
致景投资",,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21549,C轮,20000万,,"天舟文化
达内科技",,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21550,主板定向增发,1500万,,北京达内金桥科技有限公司,,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21551,B+轮,金额未知,,"熙金资本
尊盛资本",,911101015858681111,北京中彩汇网络科技有限公司,2020-06-17 20:15:48,
21552,B轮,1000万,,"信中利资本
新东方
线性资本",,91110101585883936B,决胜教育科技集团股份有限公司,2020-06-17 20:15:48,
21553,天使轮,金额未知,,创新工场,,911101015858513011,众联智领科技(北京)有限公司,2020-06-17 20:15:48,
21554,A轮,金额未知,,"君联资本
正和磁系资本
时尚资本
带投兵（深圳）网络科技有限公司
汉富资本
云起资本
车语闻",,911101015858513011,众联智领科技(北京)有限公司,2020-06-17 20:15:48,
21555,被收购,金额未知,,考拉,,911101015858513011,众联智领科技(北京)有限公司,2020-06-17 20:15:48,
21556,A+轮,金额未知,,"壹号资本
北京四维互联基金管理中心（有限合伙）",,911101015858513011,众联智领科技(北京)有限公司,2020-06-17 20:15:48,
21557,天使轮,300万,,李圆峰,,911101015808747829,北京五十六号科技有限公司,2020-06-17 20:15:48,
21558,A轮,1000万,,挚信资本,,91110101580826836X,上海沃卡文化传播有限公司北京分公司,2020-06-17 20:15:48,
21559,A轮,1000万,,千合资本,,91110101579007657G,云和恩墨(北京)信息技术有限公司,2020-06-17 20:15:48,
21560,B轮,金额未知,,"国投创业
亿联资本",,91110101579007657G,云和恩墨(北京)信息技术有限公司,2020-06-17 20:15:48,
21561,天使轮,金额未知,,投资方未知,,911101015768650231,北京安妮福克斯信息咨询有限公司,2020-06-17 20:15:48,
21562,A轮,1000万,,投资方未知,,911101015768650231,北京安妮福克斯信息咨询有限公司,2020-06-17 20:15:48,
21563,A轮,1000万,,"网易资本
金石投资
凯兴资本",,911101015768526285,北京东方慧思信息科技有限公司,2020-06-17 20:15:48,
21564,A轮,金额未知,,合众思壮,,91110101571241035D,北京合众思壮时空物联科技有限公司,2020-06-17 20:15:48,
21565,A+轮,金额未知,,汉德瑞投资,,91110101567420081P,北京企智软创科技有限公司,2020-06-17 20:15:48,
21566,A轮,1000万,,和君资本,,91110101567420081P,北京企智软创科技有限公司,2020-06-17 20:15:48,
21567,天使轮,金额未知,,久其科技,,91110101569467836D,北京爱狄特信息科技有限公司,2020-06-17 20:15:48,
21568,上市,1119360万,,投资方未知,,91110000717830650E,中国能源建设集团有限公司,2020-06-17 20:15:48,
21569,上市,1350000万,,投资方未知,,911100007178306183,中国电力建设集团有限公司,2020-06-17 20:15:48,
21570,IPO,金额未知,,公开发行,,9111000071783167XH,中国出版传媒股份有限公司,2020-06-17 20:15:48,
21571,天使轮,金额未知,,中国文化产业投资基金,,9111000071783167XH,中国出版传媒股份有限公司,2020-06-17 20:15:48,
21572,-,金额未知,,京能集团,,911100005844205421,北京京能源深融资租赁有限公司,2020-06-17 20:15:48,
21573,-,金额未知,,上海逸合投资管理有限公司,,911100005695163942,中农国信控股集团有限公司,2020-06-17 20:15:48,
21574,E轮,金额未知,,"辰宇翔投资
浩然投资
众宇志诚商务",,91110000567420719D,中广爱晚养老产业有限公司,2020-06-17 20:15:48,
21575,D轮,金额未知,,浙江海腾,,91110000567420719D,中广爱晚养老产业有限公司,2020-06-17 20:15:48,
21576,C轮,金额未知,,"炀坤医疗
卡罗琳
柏盈实业",,91110000567420719D,中广爱晚养老产业有限公司,2020-06-17 20:15:48,
21577,天使轮,金额未知,,卡罗琳养老投资,,91110000567420719D,中广爱晚养老产业有限公司,2020-06-17 20:15:48,
21578,A轮,金额未知,,"世纪嘉禾房地产
华祥建装饰
中盛飞扬影视",,91110000567420719D,中广爱晚养老产业有限公司,2020-06-17 20:15:48,
21579,B轮,金额未知,,中开育才,,91110000567420719D,中广爱晚养老产业有限公司,2020-06-17 20:15:48,
21580,新三板,金额未披露,,"",,911408006623574638,山西佳维新材料股份有限公司,2020-06-18 14:59:44,
21581,天使轮,金额未知,,宝塔投资,,916405005853957132,宁夏中卫宝塔农林牧生态科技有限公司,2020-06-19 04:49:36,
21582,天使轮,金额未知,,惠民投资,,916404255962430456,彭阳县润彭投资管理有限责任公司,2020-06-19 04:51:46,
21583,A轮,金额未知,,"国家开发银行
农业发展银行",,916404255962430456,彭阳县润彭投资管理有限责任公司,2020-06-19 04:51:46,
21584,新三板,金额未知,,投资方未知,,91640300596210681N,宁夏东吴农化股份有限公司,2020-06-19 05:03:27,
21585,新三板,金额未知,,投资方未知,,91640300585395916C,宁夏杞爱原生黑果枸杞股份有限公司,2020-06-19 05:04:07,
21586,新三板,金额未知,,投资方未知,,916403005853958016,宁夏金宇浩兴农牧业股份有限公司,2020-06-19 05:04:17,
21587,新三板,金额未知,,投资方未知,,91640300585382242X,宁夏鑫浩源生物科技股份有限公司,2020-06-19 05:04:57,
21588,-,金额未知,,中国农发重点建设基金,,91640200596212732K,石嘴山市安道公共交通有限公司,2020-06-19 05:12:08,
21589,新三板,金额未知,,投资方未知,,916401005962340853,宁夏汇丰源牧业股份有限公司,2020-06-19 05:45:20,
21590,A轮,金额未知,,"西部证券
中植资本
深圳飞马金融控股",,91640100054608468K,宁夏赛恩科技集团股份有限公司,2020-06-19 06:06:51,
21591,A轮,金额未知,,中国国旅,,91640000596204994P,港中旅(宁夏)沙坡头旅游景区有限责任公司,2020-06-19 06:09:21,
21592,天使轮,金额未知,,明牌珠宝,,91640000596204994P,港中旅(宁夏)沙坡头旅游景区有限责任公司,2020-06-19 06:09:21,
21593,A轮,金额未知,,中航信托,,91540100585771125R,西藏宁算科技集团有限公司,2020-06-19 06:22:02,
21594,被收购,金额未知,,希努尔,,91530702054657323T,丽江晖龙旅游开发有限公司,2020-06-19 07:37:07,
21595,天使轮,金额未知,,龙陵县品源股权投资合伙企业（有限合伙）,,915305235993462698,云南品斛堂生物科技有限公司,2020-06-19 07:44:07,
21596,A轮,金额未知,,"华盖资本
东方富海",,915305235993462698,云南品斛堂生物科技有限公司,2020-06-19 07:44:07,
21597,天使轮,2269万,,润达医疗,,91530112587393412Q,云南赛力斯生物科技有限公司,2020-06-19 08:28:30,
21598,天使轮,金额未知,,红丹利投资,,91530103052244410H,云南瑞嘉房地产开发有限公司,2020-06-19 09:11:42,
21599,Pre-A轮,金额未知,,国通信托,,91530103052244410H,云南瑞嘉房地产开发有限公司,2020-06-19 09:11:42,
21600,A轮,金额未知,,中再资本管理,,91530103052244410H,云南瑞嘉房地产开发有限公司,2020-06-19 09:11:42,
21601,-,金额未知,,"深圳云能基金管理
云南省能源投资集团有限公司",,915301025993091772,云南能投物流有限责任公司,2020-06-19 09:16:53,
21602,新三板,金额未知,,投资方未知,,91530102592045834B,云南红岭云科技股份有限公司,2020-06-19 09:20:33,
21603,新三板定增,金额未知,,南天信息,,91530102592045834B,云南红岭云科技股份有限公司,2020-06-19 09:20:33,
21604,天使轮,100万,,投资方未知,,91530102056961927T,云南华农佳联企业管理有限公司,2020-06-19 09:27:23,
21605,新三板,金额未知,,投资方未知,,91610900593324966C,安康荣泰农业科技股份有限公司,2020-06-19 12:00:53,
21606,新三板,金额未知,,投资方未知,,91610800598796380J,神木德林荣泽能源运营股份有限公司,2020-06-19 12:12:44,
21607,A+轮,金额未知,,德同资本,,91610702590271440R,汉中燕航精工机械有限公司,2020-06-19 12:27:34,
21608,A轮,金额未知,,"众合创投
汉中市投资控股集团有限公司",,91610702590271440R,汉中燕航精工机械有限公司,2020-06-19 12:27:34,
21609,-,金额未知,,西安龙腾微电子科技发展有限公司,,91610400050400256C,咸阳龙冠光电科技有限公司,2020-06-19 12:58:46,
21610,A轮,6700万,,"基石资本
鲁信创投
如山创投",,916101310515511016,西安四叶草信息技术有限公司,2020-06-19 13:27:08,
21611,Pre-A轮,3000万,,如山创投,,916101310515511016,西安四叶草信息技术有限公司,2020-06-19 13:27:08,
21612,B轮,10000万,,蚂蚁金服,,916101310515511016,西安四叶草信息技术有限公司,2020-06-19 13:27:08,
21613,A轮,100万,,"PreAngel
中路资本",,91610113596342000M,西安八千里网络科技有限公司,2020-06-19 13:30:28,
21614,天使轮,100万,,投资方未知,,91610113596342000M,西安八千里网络科技有限公司,2020-06-19 13:30:28,
21615,天使轮,金额未知,,盛世神州基金,,91610000593348415M,陕西中都房地产开发有限公司,2020-06-19 13:43:59,
21616,天使轮,金额未知,,北银丰业,,9161000059333219X4,陕西旅游集团西安旅游文化产业有限公司,2020-06-19 13:44:39,
21617,被收购,27000万,,朗姿股份,,916100000521046109,陕西高一生医疗美容医院,2020-06-19 13:46:39,
21618,天使轮,金额未知,,"瑞鹏投资
陕西科技创业投资
海通创新资本",,9161000005042504X6,陕西中科博亿电子科技有限公司,2020-06-19 13:48:50,
21619,A轮,金额未知,,"鲁信创投
西安西谷微电子有限责任公司",,9161000005042504X6,陕西中科博亿电子科技有限公司,2020-06-19 13:48:50,
21620,B轮,金额未知,,"海通开元
西安君铸投资管理合伙企业",,9161000005042504X6,陕西中科博亿电子科技有限公司,2020-06-19 13:48:50,
21621,-,金额未知,,深圳市慧和资产管理,,91520690594192096E,贵州大龙汇成新材料有限公司,2020-06-19 14:33:02,
21622,-,金额未知,,国家开发银行,,91520602059057917E,铜仁市碧江城市建设开发投资有限公司,2020-06-19 14:44:43,
21623,天使轮,金额未知,,"蓝石投资
中商协能源投资",,91520502051938760T,贵州昆仑天然气有限公司,2020-06-19 15:01:54,
21624,A轮,金额未知,,中航信托,,91520502051938760T,贵州昆仑天然气有限公司,2020-06-19 15:01:54,
21625,A轮,1500万,,"General Catalyst
Glikvest
7wire Ventures
万向医疗投资",,91520400055016659H,贵医安顺医院,2020-06-19 15:21:55,
21626,新三板,金额未知,,投资方未知,,9152011558729449XG,贵州道坦坦科技股份有限公司,2020-06-19 16:04:58,
21627,新三板,金额未知,,投资方未知,,91520100055029177Y,威德环境科技股份有限公司,2020-06-19 16:48:41,
21628,IPO,金额未知,,公开发行,,915200000550280000,贵州银行股份有限公司,2020-06-19 16:54:21,
21629,天使轮,金额未知,,德联资本,,9151320005216017X7,四川浩普瑞新能源材料股份有限公司,2020-06-19 17:00:01,
21630,被收购,金额未知,,韩国现代,,91512000717885213B,现代商用汽车(中国)有限公司,2020-06-19 17:02:22,
21631,-,金额未知,,金奥博,,9151180059752595X8,四川金雅科技有限公司,2020-06-19 17:05:42,
21632,新三板,金额未知,,投资方未知,,91511527052163477L,宜宾清和环保科技股份有限公司,2020-06-19 17:12:12,
21633,新三板定增,1045万,,北汽集团,,91511302567644691C,四川天喜车用空调股份有限公司,2020-06-19 17:29:23,
21634,-,金额未知,,重庆顺势创行股权投资基金管理,,91511302567644691C,四川天喜车用空调股份有限公司,2020-06-19 17:29:23,
21635,新三板,金额未知,,投资方未知,,91511302567644691C,四川天喜车用空调股份有限公司,2020-06-19 17:29:23,
